Description,Extension,Category,MIME type
AutoPlay Menu Studio ver.2 data,.am2,Video,Unknown
Honest Technology Video Editor project,.htp,Video,Unknown
Swift line 21 caption data,.l32,Video,Unknown
4XM video format,.4xm,Video,Unknown
Photobubble data,.bub,Video,Unknown
RealNetworks VivoActive movies and audio,.vivo,Video,Unknown
VC-1 video data,.vc1,Video,Unknown
Netviewer Meet session record,.nvl,Video,Unknown
Sony Playstation video file,.xas,Video,Unknown
OpenShot project,.osp,Video,Unknown
FLV Editor project,.ftvx,Video,Unknown
Apple QuickTime movie file,.moov,Video,Unknown
Apple QuickTime movie,.qtm,Video,Unknown
DVD disk image,.dvdrip,Video,Unknown
TiVo video data,.tivo,Video,Unknown
Kodicom video recording,.bix,Video,Unknown
Wondershare Fantashow project,.wfsp,Video,Unknown
ZeroG subtitles file,.zeg,Video,Unknown
RoQ video format,.roq,Video,Unknown
AutoPlay Menu Studio ver.7 data,.am7,Video,Unknown
Pixbend media,.pxv,Video,Unknown
DTC 2030 recorded movie,.$ts,Video,Unknown
UVScreenCamera segments,.uvs,Video,Unknown
Portable Media player 7 data,.mp7,Video,Unknown
Autodesk Animator FLIC animation old format,.fli_,Video,Unknown
Qarbon Viewlet,.viewlet,Video,Unknown
LZA video data,.lza,Video,Unknown
Sealed Flash data,.ssw,Video,Unknown
IBM HotMedia multimedia data,.mvr,Video,Unknown
MPEG-4 video data,.mp4v,Video,video/mp4
Race-Keeper video,.rki,Video,Unknown
Autopano Video Pro video,.kava,Video,Unknown
Adobe Premiere Pro project,.pproj,Video,Unknown
Dirac video format,.drc,Video,Unknown
Ogg Vorbis multiplex profile,.ogx,Video,application/ogg
MultiMedia Movie format (RIFF RMMP),.mmm,Video,Unknown
GEX MP3 satellite receiver saved data,.xmm,Video,Unknown
Dedicated Micros DVR recording,.par,Video,Unknown
TriDef movie,.tridefmovie,Video,Unknown
Camtasia Studio project,.cam,Video,Unknown
ShowBiz project,.biz,Video,Unknown
HyperStudio stacks file,.stk,Video,application/hyperstudio
FILM/CPK file format,.cak,Video,Unknown
Production Studio video,.mvf,Video,Unknown
GreenForce-Player audio or video data,.gfp,Video,Unknown
Rioplay encrypted video (version 2021),.riox,Video,Unknown
RealNetworks protected video,.rvx,Video,Unknown
Photodex Producer streaming video,.px,Video,Unknown
Microsoft 3D Movie Maker video data,.vmm,Video,Unknown
Walker File Format,.rec_part3,Video,Unknown
MPEG video,.mp2v,Video,Unknown
Split AVI Audio video interchange format,.nvavi,Video,Unknown
Adobe Prelude rough cut data,.arcut,Video,Unknown
NSME Trains screensaver,.trn,Video,Unknown
Mikogo session video recording data,.bs4,Video,Unknown
Video file,.mv1,Video,Unknown
Adobe OnLocation project,.olproj,Video,Unknown
Thunder Mall video data,.xlmv,Video,Unknown
Multimedia data,.mhg,Video,Unknown
CyberLink PowerProducer project file,.ppp,Video,Unknown
Sony PlayStation 3 movie,.mnv,Video,Unknown
VGuard H.264 video data,.vgx,Video,Unknown
DGIndex project,.d2v,Video,Unknown
ClickView video,.clk,Video,Unknown
RipIt DVD backup,.dvdmedia,Video,Unknown
IPcam video format,.crv,Video,Unknown
Movie,.buy,Video,Unknown
JVC Cyberlink AVCHD video data,.jts,Video,Unknown
Quantum Streaming video,.qmx,Video,Unknown
Easy Video Copy & Convert project,.vcpf,Video,Unknown
MPEG-21 video data,.m21,Video,Unknown
Quantum Streaming video stream url data,.qvt,Video,Unknown
DVMaster Pro video file,.dvsd,Video,Unknown
Aimersoft DVD Creator project,.asdvdcrtproj,Video,Unknown
H.261 video format,.h261,Video,video/h261
Panasonic HD video camera movie file,.tdt2,Video,Unknown
Samsung digital TV receiver video,.tv,Video,Unknown
TrueMotion VP7 video,.vp7,Video,Unknown
3ivx video data,.3ivx,Video,Unknown
ViewCave video data,.vcv,Video,Unknown
QCIF RAW video format,.qcif,Video,Unknown
Graphical System for Presentation animation data,.grasp,Video,Unknown
MPEG-2 transport stream,.avr,Video,Unknown
Silicon Imaging video file,.siv,Video,Unknown
RealPlayer Internet video recording data,.ivr,Video,Unknown
Video Edit Magic project,.mpj,Video,Unknown
Microsoft DV-AVI video data,.dv-avi,Video,Unknown
"Compressed audio and music file, mp3 songs or ringtones",.mp3,Audio,audio/mpeg
WhatsApp Messenger voicemail recording,.waptt,Audio,Unknown
Turtle Beach WaveFront audio data,.wfp,Audio,Unknown
CD Audio track,.cda,Audio,Unknown
i3pack audio,.i3pack,Audio,Unknown
Adobe Audition audio session,.sesx,Audio,Unknown
Recorded data,.rec,Audio,Unknown
Audio file for wireless networks,.3ga,Audio,audio/mp4
Wwise Encoded Media audio,.wem,Audio,Unknown
MixPad project,.mpdp,Audio,Unknown
Opus audio data,.opus,Audio,audio/opus
Microsoft Windows Media Player playlist,.wpl,Audio,application/vnd.ms-wpl
Audio files encoded by Flac - free lossless audio codec,.flac,Audio,audio/flac
Finale music file format,.mus,Audio,application/vnd.musician
OneClickDigital mp3 audio book,.ocdf,Audio,Unknown
Sibelius music notation,.sib,Audio,Unknown
NICE Media Player audio,.nmf,Audio,Unknown
MIDI-sequention sound,.midi,Audio,audio/midi
"WAVe PCM Sound, standard Windows sound format",.wav,Audio,audio/vnd.wav
Creative Labs SoundFont 2.0 sound bank,.sf2,Audio,Unknown
MuseScore compressed music score sheet,.mscz,Audio,Unknown
VirtualDJ audio sample,.vdjsample,Audio,Unknown
Zipped audio book,.zab,Audio,Unknown
FMOD audio,.fsb,Audio,Unknown
Super Audio CD track,.2ch,Audio,Unknown
PCM audio data file,.pcm,Audio,Unknown
Adaptive Multi-Rate compressed audio,.amr,Audio,Unknown
Court record audio format,.trm,Audio,application/x-msterminal
Saltlake city game music data,0.2,Audio,Unknown
BMW iDrive multimedia data,.br25,Audio,Unknown
Guitar Pro 5 project,.gp5,Audio,Unknown
WebEx advanced record file,.arf,Audio,Unknown
Audio or song,.sng,Audio,Unknown
Audio Visual Research sound file,.avr,Audio,Unknown
Olympus Digital Speech Standard recorded audio,.ds2,Audio,Unknown
SpectraLayers Pro audio project,.slx,Audio,Unknown
WavPack lossless compressed audio,.wv,Audio,Unknown
Audible enhanced audio data,.aax,Audio,Unknown
MPEG-4 compressed audio,.m4a,Audio,audio/mp4
Creative Labs Nomad recorded voice,.nvf,Audio,Unknown
DRM content format delivery data,.dcf,Audio,Unknown
Sing Magic karaoke song,.xkr,Audio,Unknown
Ogg Vorbis audio,.ogg,Audio,audio/ogg
Adobe Flash Lite sound bundle,.fls,Audio,Unknown
Sandisk Sansa playlist,.plp,Audio,Unknown
Advanced audio coding stream file,.aac,Audio,audio/aac
Adobe Audition session data,.ses,Audio,Unknown
GarageBand music project,.band,Audio,Unknown
Finale notation,.musx,Audio,Unknown
Olympus Digital Speech Standard,.dss,Audio,Unknown
Kids&Us Talking Pen audio,.ap4,Audio,Unknown
Audio sample,.sdx,Audio,Unknown
Noteworthy Composer song,.nwc,Audio,Unknown
MIDI audio,.mid,Audio,audio/midi
Compressed MusicXML music notation file,.mxl,Audio,application/vnd.recordare.musicxml
Native Instruments instruments sample,.nki,Audio,Unknown
Adlib instrument audio bank,.bnk,Audio,Unknown
Yamaha normal voice file,.vce,Audio,Unknown
BMW iDrive multimedia data,.br28,Audio,Unknown
Audacity project,.aup,Audio,Unknown
Forte notation file,.fnf,Audio,Unknown
Sony DV voice data,.dvf,Audio,Unknown
ADPCM Dialogic sound data,.vox,Audio,application/x-authorware-bin
DarkWave Studio project,.dwp,Audio,Unknown
Dolby TrueHD audio data,.thd,Audio,Unknown
Dolby Digital Plus audio track,.eac3,Audio,Unknown
Yamaha general style data,.sty,Audio,Unknown
REAPER project,.rpp,Audio,Unknown
Steinberg Cubase or VST backup song,.alb,Audio,Unknown
Casio electronic keyboard rhythm data,.ac7,Audio,Unknown
Unreal audio package,.uax,Audio,Unknown
Windows Media Audio file,.wma,Audio,audio/x-ms-wma
ACID Pro audio project,.acd,Audio,Unknown
VirtualDJ audio sample,.vdj,Audio,Unknown
XLN audio package,.xpak,Audio,Unknown
WavePad audio project,.wpp,Audio,Unknown
XACT sound bank,.xsb,Audio,Unknown
WebEx recorded video,.wrf,Audio,Unknown
Multitrack digital audio format,.mogg,Audio,Unknown
Sound data,.snd,Audio,audio/basic
Real Audio metafile,.ram,Audio,audio/x-pn-realaudio
4D Systems audio data,.ad4,Audio,Unknown
FL Studio saved state,.fst,Audio,image/vnd.fst
Philips Voicetracer recorded voice,.zvr,Audio,Unknown
JVC Everio information data,.moi,Audio,Unknown
FL Studio Mobile song,.flm,Audio,Unknown
Audible audio,.aa,Audio,Unknown
RAW audio format,.raw,Audio,image/x-panasonic-raw
Sony Playstation MIDI sequence,.seq,Audio,Unknown
Advanced Systems (streaming) format,.asf,Audio,video/x-ms-asf
Unix audio sound file format,.au,Audio,audio/basic
Compact Disc File System,.cdfs,Audio,Unknown
MIDI Karaoke song,.kar,Audio,audio/midi
Amiga 8-bit sound,.8svx,Audio,Unknown
Guitar Pro 6 format,.gpx,Audio,Unknown
Audio data,.smp,Audio,Unknown
BMW iDrive multimedia data,.br5,Audio,Unknown
Real Tracker music module (MOD),.rtm,Audio,Unknown
Elastik engine sound bank,.elastik,Audio,Unknown
Creative Labs EMU SoundFont v1 bank,.sbk,Audio,Unknown
Raw CCITT/ITU G.711 US telephony audio format,.ulaw,Audio,Unknown
Guitar Pro 4 project,.gp4,Audio,Unknown
BMW iDrive multimedia data,.br4,Audio,Unknown
Standard MIDI file format,.smf,Audio,application/vnd.stardivision.math
DART Karaoke Studio lyrics,.cdg,Audio,Unknown
XACT wave bank data,.xwb,Audio,Unknown
Nord audio keyboards sample,.nsmp,Audio,Unknown
Microsoft Advanced Streaming Redirector,.asx,Audio,video/x-ms-asf
MIDI sample sound (DUMP standard file),.sds,Audio,Unknown
Multak Mini 8162 encoded audio karaoke,.muk,Audio,Unknown
Call ot Duty: Black Ops sound archive,.sabs,Audio,Unknown
Salt Lake Winter Olympics 2002 music data,0.1,Audio,Unknown
Roland Fantom audio,.svd,Audio,application/vnd.svd
Speex encoded audio,.spx,Audio,audio/ogg
Hit’n’Mix audio format,.rip,Audio,Unknown
n-Track Studio packed song,.sgw,Audio,Unknown
Native Instruments MASSIVE audio data file,.nmsv,Audio,Unknown
Independence instrument file,.ytif,Audio,Unknown
Native Instruments Stems audio,.stem.mp4,Audio,Unknown
Open Media Framework file,.omf,Audio,Unknown
MAGIX Music Maker audio arrangement data,.mmm,Audio,Unknown
Anghami audio,.ang,Audio,Unknown
Korg Trinity sample file,.ksf,Audio,Unknown
Sony Memory Stick compressed voice file,.msv,Audio,Unknown
Apple Logic Pro music project,.logic,Audio,Unknown
AJP Player video,.ajp,Audio,Unknown
DirectMusic Producer DLS data,.dlp,Audio,Unknown
Band-in-a-Box MIDI song,.mgu,Audio,Unknown
Salt Lake Winter Olympics 2002 music data,0.16,Audio,Unknown
Sony OpenMG music format,.oma,Audio,Unknown
Korg Trinity audio,.kmp,Audio,Unknown
Recorded audio data,.record,Audio,Unknown
Miles Sound System extended MIDI audio,.xmi,Audio,Unknown
Hydrogen drum notes,.h2song,Audio,Unknown
Roland S-550/S-50/W-30 disk image,.sdk,Audio,Unknown
ZX Audio file format,.azx,Audio,Unknown
Audio Interchange File Format,.aiff,Audio,audio/aiff
Mobile phone sound,.mp_,Audio,Unknown
Linux MultiMedia Studio project,.mmpz,Audio,Unknown
Virtual Sampler audio bank,.vsb,Audio,Unknown
Roland Keyboard midi sequence file,.svq,Audio,Unknown
Apple iPhone ringtone format,.m4r,Audio,audio/mp4
GigaSampler/GigaStudio audio data,.gig,Audio,Unknown
Computerized Speech Lab audio speech format,.nsp,Audio,Unknown
Adobe Premiere conformed audio,.cpa,Audio,Unknown
ACM compressed sound,.acm,Audio,Unknown
Apple Core Audio Format,.caf,Audio,Unknown
IRCAM / MTU SoundFile format,.sf,Audio,Unknown
Entropic sound data format,.sd,Audio,Unknown
Music album,.abm,Audio,Unknown
Native Instruments Stems audio data,.stem,Audio,Unknown
Game sounds or other audio data,.audio,Audio,Unknown
MPEG-4 MP4A audio,.mp4a,Audio,audio/mp4
Guitar Pro project,.gtp,Audio,Unknown
Creative Labs sound data,.voc,Audio,Unknown
Muon DS404 bank,0.404,Audio,Unknown
ReCycle! audio loop file,.rx2,Audio,Unknown
Matroska audio,.mka,Audio,audio/x-matroska
Apple iTunes Music Store audio,.m4p,Audio,audio/mp4
Linux MultiMedia Studio instrument preset,.xpf,Audio,Unknown
ReCycle audio loop,.rex,Audio,Unknown
AudioNote data,.audionote,Audio,Unknown
Delusion/XTracker digital sample,.dsf,Audio,Unknown
DownLoadable sound,.dls,Audio,Unknown
AVM Sample Studio bank file,.apex,Audio,Unknown
Audio files encoded by Flac - free lossless audio codec,.fla,Audio,Unknown
Yamaha Tyros audio,.uvn,Audio,Unknown
NICE Media Player audio,.aud,Audio,Unknown
Sony Playstation/PS2 compressed sound,.vag,Audio,Unknown
Reason audio project,.rns,Audio,Unknown
FruityLoops score,.fsc,Audio,application/vnd.fsc.weblaunch
Creative Labs FM-synthesis music file,.cmf,Audio,Unknown
GSM sound,.gsm,Audio,Unknown
Need for Speed Underground audio data,.abk,Audio,Unknown
SoundFont compressed audio,.sfz,Audio,Unknown
Advanced Authoring Format,.aaf,Audio,Unknown
MixMeister Studio playlist,.mmp,Audio,Unknown
Band-in-a-Box midi song,.sgu,Audio,Unknown
Zebra preset,.h2p,Audio,Unknown
Zoom Player WebM audio,.weba,Audio,audio/webm
Minecraft Note Block Studio audio,.nbs,Audio,Unknown
Sony MiniDisc audio file,.hma,Audio,Unknown
Farandole Composer WaveSample music format,.fsm,Audio,Unknown
SoundStage sound data,.sfd,Audio,Unknown
Monkey's Audio lossless audio compression format,.ape,Audio,Unknown
KaraFun karaoke song,.kfn,Audio,Unknown
Call ot Duty: Black Ops audio library,.sabl,Audio,Unknown
BioWare music unit,.bmu,Audio,Unknown
Crescendo music score,.cdo,Audio,Unknown
Cakewalk Sonar audio project,.cwp,Audio,Unknown
RTTTL / Nokring mobile ring-tone format,.rtttl,Audio,Unknown
Musicnotes digital music sheet,.mtd,Audio,Unknown
HSC tracker 2-op FM music data,.hsc,Audio,Unknown
Audio file,.nak,Audio,Unknown
Adobe Shockwave music data,.swa,Audio,application/x-director
Recomposer MIDI sequencer music data,.rcp,Audio,Unknown
FL studio saved track,.flp,Audio,Unknown
Apple Logic Pro X project,.logicx,Audio,Unknown
16-bit audio sound raw signed PCM data,.sw,Audio,Unknown
Karaoke Midi file,.krx,Audio,Unknown
MPEG-4 Audio Layer audio book,.m4b,Audio,audio/mp4
Impulse Tracker music module,.itz,Audio,Unknown
Raw CCITT/ITU G.726 ADPCM sound data,.g726,Audio,Unknown
Melody Machine compressed SoundFont file,.sfark,Audio,Unknown
Cakewalk music project,.wrk,Audio,Unknown
Mixcraft 6 audio,.mx6,Audio,Unknown
RealAudio audio,.ra,Audio,audio/x-pn-realaudio
Transport Tycoon game music,.gm,Audio,Unknown
Cenix audio,.tsh,Audio,Unknown
Personal Composer musical notation,.pc,Audio,Unknown
Vocaloid audio sequence,.vsq,Audio,Unknown
Overture music score,.ove,Audio,Unknown
Ableton Live project,.als,Audio,Unknown
GUITAR RIG sound,.ngrr,Audio,Unknown
ScreamTracker song format,.sts,Audio,Unknown
MuseScore music score,.mscx,Audio,Unknown
AY-3-8910 audio data,.ym,Audio,Unknown
System 7 sound,.song,Audio,Unknown
Dolby Digital AC3 audio,.ec3,Audio,Unknown
VOCALOID Editor project,.vsqx,Audio,Unknown
SNES BRR (Bit Rate Reduction) audio data,.brr,Audio,Unknown
iRock digital voice recorder audio data,.bvf,Audio,Unknown
Drumaxx file,.dmkit,Audio,Unknown
Fruity Loops Studio patch,.dmpatch,Audio,Unknown
RAW CD-format audio,.cdr,Audio,application/x-iso9660-image
OpenTL Open track list file,.tl,Audio,Unknown
Digitrakker audio module,.dtm,Audio,Unknown
Cubase Drum map setup file,.drm,Audio,Unknown
Apogee IMF audio file format,.imf,Audio,Unknown
dps Velocity split audio,.dva,Audio,Unknown
Bagpipe Music Writer music notation,.bww,Audio,Unknown
Dolby Digital sound,.ac3,Audio,Unknown
MusePack audio data,.mpc,Audio,application/vnd.mophun.certificate
Fasttracker 2 extended audio module,.xmz,Audio,Unknown
Salt Lake Winter Olympics 2002 music data,0.7,Audio,Unknown
Dragon NaturallySpeaking voice command,.dvc,Audio,Unknown
Karaoke music,.dkd,Audio,Unknown
Visual MP3 embedded dynamic lyrics,.alc,Audio,Unknown
Reality AdLib Tracker 2 audio data,.rad,Audio,Unknown
Musicator MIDI file,.mct,Audio,Unknown
Cenix audio,.tsl,Audio,Unknown
LEGO MINDSTORMS robot sound,.rsf,Audio,Unknown
Drumagog sample data,.gog,Audio,Unknown
Mozart compressed data,.mz,Audio,Unknown
DTS-HD master audio,.dtshd,Audio,audio/vnd.dts.hd
i-Melody format for i-Mode,.mld,Audio,Unknown
Myriad music sheet,.myr,Audio,Unknown
Soundweb London design,.architect,Audio,Unknown
MPEG audio,.mpa,Audio,video/mpeg
Panasonic voice,.vm1,Audio,Unknown
Windows Media Audio redirector,.wax,Audio,audio/x-ms-wax
Meragana karaoke data,.kam,Audio,Unknown
HTK NIST audio data,.nist,Audio,Unknown
Delusion/Xtracker audio format,.dmf,Audio,Unknown
Shorten compressed audio data,.shn,Audio,Unknown
Casio Keyboard audio,.ckf,Audio,Unknown
Notator SL audio,.son,Audio,Unknown
UniMOD/MikMOD music module,.uni,Audio,Unknown
Sony Playstation sound format,.psf,Audio,application/x-font-linux-psf
Sonic Foundry sample resource file,.sfr,Audio,Unknown
AKAI MESA II/PC S-series program,.s3p,Audio,Unknown
Ensoniq ASR instrument,.efa,Audio,Unknown
A2B Player file format,.mes,Audio,Unknown
Apple Logic EXS24 instrument data,.exs,Audio,Unknown
PxTone audio data,.pttune,Audio,Unknown
Cricket Audio sound bank file,.ckb,Audio,Unknown
Yamaha Tyros4 audio data,.uvd,Audio,Unknown
TAK lossless compressed audio,.tak,Audio,Unknown
BMW iDrive multimedia data,.br27,Audio,Unknown
Apple Logic Space Designer impulse response data,.sdir,Audio,Unknown
Velvet Studio module,.ams,Audio,Unknown
BuzzPlay music with waves,.bmw,Audio,Unknown
Apple iTunes AIFF audio data,.cdda,Audio,Unknown
Sound Designer 2 audio,.sd2f,Audio,Unknown
La lossless compressed audio data,.la,Audio,Unknown
Ensoniq MR 76 audio data,.mfb,Audio,Unknown
WAVe PCM sound,.wave,Audio,Unknown
Miles Sound System DLS 1 sound format,.mss,Audio,Unknown
Apple Logic song,.lso,Audio,Unknown
Psion A-law audio file,.psi,Audio,Unknown
Audio file,.dig,Audio,Unknown
LilyPond music score,.ly,Audio,Unknown
Ensoniq EPS disk image,.ede,Audio,Unknown
Impulse Tracker sample,.its,Audio,Unknown
Chipsounds audio data,.aria,Audio,Unknown
Casio WK-3000 tone,.tn7,Audio,Unknown
TomTom Navigator voices,.vif,Audio,Unknown
Sony PlayStation multimedia file,.xa,Audio,Unknown
Sound Blaster FM instrument bank,.ibk,Audio,Unknown
Ableton Live device group data,.adg,Audio,Unknown
Samsung digital voice recorder file,.vyf,Audio,Unknown
SysEx Librarian data,.wsx,Audio,Unknown
Dektron Digital Voice Recorder audio data,.dvw,Audio,Unknown
Bob's Adlib music file format,.bam,Audio,Unknown
HotRecorder proprietary audio data,.elp,Audio,Unknown
Mixcraft 5 audio project,.mx5,Audio,Unknown
Yamaha DX-series raw audio data,.dx7,Audio,Unknown
Adlib/Edlib sound,.d00,Audio,Unknown
Casio FZ-1 full dump,.fzf,Audio,Unknown
DVD Audio Object data,.aob,Audio,Unknown
Sonar project archive file,.cwb,Audio,Unknown
Power Tab guitar tablature,.ptb,Audio,Unknown
Compressed audio interchange file format,.afc,Audio,Unknown
WavePad audio data,.ftc,Audio,application/vnd.fluxtime.clip
Digital Performer project,.dpdoc,Audio,Unknown
Sound (Amiga 8SVX format),.svx,Audio,Unknown
Sonic Foundry Wave-64 format,.w64,Audio,Unknown
RealAudio audio metadata,.rmp,Audio,audio/x-pn-realaudio-plugin
Samsung digital voice recorder format,.vy3,Audio,Unknown
Cakewalk MIDI format,.mff,Audio,Unknown
Renamed MP3 audio,.mp3a,Audio,Unknown
CallPilot audio,.vbk,Audio,Unknown
Nintendo Game Boy music audio data,.gbs,Audio,Unknown
Native Instruments KOMPLETE FM8 sound,.nfm8,Audio,Unknown
Sony ATRAC audio,.aa3,Audio,Unknown
Yamaha cat audio sample,.w02,Audio,Unknown
RealMedia audio data,.rma,Audio,Unknown
Pumatraker data,.puma,Audio,Unknown
Fastracker 2.0 instrument,.xi,Audio,Unknown
MO3 MOD audio format,.mo3,Audio,Unknown
Express Dictate dictate record,.dau,Audio,Unknown
Max for Live project,.amxd,Audio,Unknown
Musitek SmartScore Extended Notation Format,.enf,Audio,Unknown
CSound Orchestra midi audio,.orc,Audio,Unknown
SBaGen binaural beat data,.sbg,Audio,Unknown
Video Hoster karaoke data,.kma,Audio,Unknown
Amiga Interchange File format,.iff,Audio,Unknown
Traktor Pro MIDI map,.tks,Audio,Unknown
Amazon MP3 Downloader data,.amz,Audio,Unknown
Paragon5 Gameboy Tracker audio,.mgb,Audio,Unknown
Video Game Music file,.vgm,Audio,Unknown
MOTIF XF data,.x3a,Audio,Unknown
Voxal Voice Changer project file,.voxal,Audio,Unknown
VST audio plug-in,.vst,Audio,application/vnd.visio
Musical notation language file,.abc,Audio,Unknown
Apple Soundtrack Pro project,.stmp,Audio,Unknown
Audio data,.my,Audio,Unknown
DisorderTracker2 module,.plm,Audio,Unknown
Cakewalk Kinetic music project,.kin,Audio,Unknown
Direct Stream Digital audio,.dsd,Audio,Unknown
Reason sound bank,.rfl,Audio,Unknown
StoneTracker audio,.sps,Audio,Unknown
Audio Data Transport Stream,.adts,Audio,Unknown
DaVinci Resolve eXchange data,.drx,Audio,Unknown
Aureal Aspen audio bank,.arl,Audio,Unknown
Coby voice recorder format,.odd,Audio,Unknown
Zaxcom audio data,.zax,Audio,Unknown
Jutel RadioMan MPEG2 audio,.s48,Audio,Unknown
Sample Cell II PC/Mac instrument,.sc2,Audio,Unknown
Sprint Music Store music data,.koz,Audio,Unknown
LokSound Electronic Sound File,.esu,Audio,Unknown
A-law G.711 European telephony data,.alaw,Audio,Unknown
MAGIX Music Maker jam project,.mmjproject,Audio,Unknown
Scream Tracker v3 module,.s3m,Audio,Unknown
Siemens SL45 mobile phone voice record,.vmo,Audio,Unknown
FastTracker 2 instrument module,.xm,Audio,Unknown
Mixcraft 4 audio,.mx4,Audio,Unknown
"MPEG Audio Stream, Layer I",.mp1,Audio,Unknown
NoiseTracker music module,.nst,Audio,Unknown
Netscape Media Player streaming audio metafile,.lam,Audio,Unknown
EveryonePiano music score,.eop,Audio,Unknown
Star 3 MIDI karaoke data,.st3,Audio,Unknown
8 channels MOD 669 module,0.669,Audio,Unknown
Dolby TrueHD audio,.truehd,Audio,Unknown
CVS and VMS sound (continuous variable slope),.cvs,Audio,Unknown
Yamaha pig audio sample,.w03,Audio,Unknown
Dragon NaturallySpeaking audio data,.sri,Audio,Unknown
Ensoniq EPS instrument file,.efe,Audio,Unknown
Propellerhead Reason audio data,.rsn,Audio,Unknown
Pro Tools session,.ptx,Audio,image/x-pentax-pef
Mjuice MP3 audio file,.mjf,Audio,Unknown
Steinberg Cubase compressed audio data,.$ri,Audio,Unknown
Sony ACID Pro project,.acid,Audio,Unknown
Sound Designer 2 audio data,.sd2,Audio,Unknown
DOSBox Raw OPL format,.dro,Audio,Unknown
Sony PlayStation CD-DA format,.da,Audio,Unknown
AdLib Visual Composer music data,.rol,Audio,Unknown
Karaoke audio data,.mk1,Audio,Unknown
Band-in-a-Box song file,.sg4,Audio,Unknown
Ensoniq ASR disk image,.eda,Audio,Unknown
Desktop Music Software score file,.dm1,Audio,Unknown
Sony PlayStation 3 audio,.xvag,Audio,Unknown
coucoucircus.org audio temporary data,.mx1,Audio,Unknown
EdgeSounds RatHole compressed audio file,.rhl,Audio,Unknown
WinAHX tracker module,.ahx,Audio,Unknown
Kurzweil 2000 sample file,.krz,Audio,application/x-krita
A-law G.711 European telephony format,.alw,Audio,Unknown
Ogg Vorbis audio,.oga,Audio,audio/ogg
ADPCM 3-bit compressed voice,.ad3,Audio,Unknown
Vanguard music data,.isb,Audio,Unknown
Winamp RIFF64 broadcast wave format,.rf64,Audio,Unknown
Notation Interchange File Format,.niff,Audio,Unknown
Panasonic security camera recorded audio,.n3a,Audio,Unknown
Yamaha Sweet! voices sound data,.swv,Audio,Unknown
BMW iDrive multimedia data,.br29,Audio,Unknown
Light-O-Rama musical sequence,.lms,Audio,Unknown
Sony Digital Audio Tape,.dat,Audio,Unknown
RealMedia secure media clip,.rmx,Audio,Unknown
Ensoniq MR-76 audio data,.mf3,Audio,Unknown
Audio Interchange Format audio,.aif,Audio,audio/aiff
HammerHead drumloop,.hh,Audio,text/x-c
Qualcomm PureVoice QCELP recorder and player voice,.qcp,Audio,Unknown
Hello Network HelloCombined Media Player file format,.sbm,Audio,Unknown
xWMA audio compression format,.xwma,Audio,Unknown
MPEG-2 video stream,.m2s,Audio,Unknown
Pinnacle sound bank,.psb,Audio,application/vnd.3gpp.pic-bw-small
Zoom Audio data,.zaf,Audio,Unknown
DR-008 drumkit,.dr8,Audio,Unknown
Nuendo file,.npr,Audio,Unknown
Nintendo DS sound data,.sdat,Audio,Unknown
LEGO NXT brick audio data,.rso,Audio,Unknown
Samsung voice codec file,.vy4,Audio,Unknown
HALion sampler data,.hsb,Audio,Unknown
NeXTSTEP sound format,.nxt,Audio,Unknown
Sony music format,.atp,Audio,Unknown
Panasonic AAC data,.sa1,Audio,Unknown
Yamaha Tyros 2 voice,.tvn,Audio,Unknown
Roxio Sound Editor project,.dmse,Audio,Unknown
Soundtrack compressed data,._02,Audio,Unknown
Microsoft Windows 8 Piano song,.pno,Audio,Unknown
"Bells, Whistles, and Sound Boards module",.gdm,Audio,Unknown
Yamaha elephant audio sample,.w07,Audio,Unknown
Casio WK-1800 Keyboard output file,.cs3,Audio,Unknown
Yamaha dog audio sample,.w01,Audio,Unknown
Turtle Beach WaveFront drum set format,.wfd,Audio,Unknown
AMIGA Futur-Composer module,.fc4,Audio,Unknown
Enhanced M3U playlist,.m3a,Audio,audio/mpeg
Raw CCITT/ITU G.723 ADPCM sound format,.g723,Audio,Unknown
Audio data,.mv3,Audio,Unknown
FastTracker music track file,.xt,Audio,Unknown
Sega Dreamcast compressed audio,.afs,Audio,Unknown
Video Game Music compressed data,.vgz,Audio,Unknown
Sagem ringtone format,.sag,Audio,Unknown
Cryo ZIK audio data,.zik,Audio,Unknown
Apple Lossless Audio Codec encoded audio track,.alac,Audio,Unknown
Everest embedded bank file,.emb,Audio,Unknown
Creative Emulator X audio,.exb,Audio,Unknown
Korg Electribe event recorder pattern,.e2ev,Audio,Unknown
Avaya Voice Player compressed voice audio,.lvp,Audio,audio/vnd.lucent.voice
ADPCM 2-bit compressed voice,.ad2,Audio,Unknown
Audio data,.smfmf,Audio,Unknown
Native Instruments BATTERY audio data,.nbkt,Audio,Unknown
TwinVQ audio data,.vqf,Audio,Unknown
Encore file format,.rhp,Audio,Unknown
Impulse Tracker instrument,.iti,Audio,Unknown
Yamaha lion audio sample,.w06,Audio,Unknown
Fruity Loops Studio pattern,.dmptrn,Audio,Unknown
Audio stream,.ast,Audio,Unknown
LucasArts AdLib audio file format,.laa,Audio,Unknown
Music Works data,.mww,Audio,Unknown
Audio Overload project,.ay,Audio,Unknown
Rosegarden project file,.rgp,Audio,Unknown
MusicWrite music score file,.mwk,Audio,Unknown
Band-in-a-Box audio,.sg2,Audio,Unknown
Mini V data,.minibank,Audio,Unknown
